search_id,catalog_slug,status,http_status,record_count,total_count,duration_ms,json_path,markdown_path,raw_path
CDCL-0015,cdc_lyme_x5j9-wybp,succeeded,200,100,1000,978,runs\2026-06-07_18-02-40_MDT\catalogs\cdc_lyme_x5j9-wybp\CDCL-0015_json-page-sample\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cdc_lyme_x5j9-wybp\CDCL-0015_json-page-sample\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cdc_lyme_x5j9-wybp\CDCL-0015_json-page-sample\raw\page_0001.json
CDCL-0016,cdc_lyme_x5j9-wybp,succeeded,200,100,1000,959,runs\2026-06-07_18-02-40_MDT\catalogs\cdc_lyme_x5j9-wybp\CDCL-0016_distinct-geography-values\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cdc_lyme_x5j9-wybp\CDCL-0016_distinct-geography-values\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cdc_lyme_x5j9-wybp\CDCL-0016_distinct-geography-values\raw\page_0001.json
CDCL-0017,cdc_lyme_x5j9-wybp,succeeded,200,100,1000,1046,runs\2026-06-07_18-02-40_MDT\catalogs\cdc_lyme_x5j9-wybp\CDCL-0017_distinct-time-values\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cdc_lyme_x5j9-wybp\CDCL-0017_distinct-time-values\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cdc_lyme_x5j9-wybp\CDCL-0017_distinct-time-values\raw\page_0001.json
CDCL-0018,cdc_lyme_x5j9-wybp,succeeded,200,100,1000,1057,runs\2026-06-07_18-02-40_MDT\catalogs\cdc_lyme_x5j9-wybp\CDCL-0018_null-profile\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cdc_lyme_x5j9-wybp\CDCL-0018_null-profile\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cdc_lyme_x5j9-wybp\CDCL-0018_null-profile\raw\page_0001.json
CMSD-0001,cms_data,succeeded,200,0,,184,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0001_lyme-disease-utilization\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0001_lyme-disease-utilization\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0001_lyme-disease-utilization\raw\page_0001.html
CMSD-0002,cms_data,succeeded,200,0,,112,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0002_tickborne-disease-hospitalization\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0002_tickborne-disease-hospitalization\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0002_tickborne-disease-hospitalization\raw\page_0001.html
CMSD-0003,cms_data,succeeded,200,0,,115,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0003_infectious-disease-services\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0003_infectious-disease-services\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0003_infectious-disease-services\raw\page_0001.html
CMSD-0004,cms_data,succeeded,200,0,,180,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0004_emergency-department-infectious-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0004_emergency-department-infectious-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0004_emergency-department-infectious-disease\raw\page_0001.html
CMSD-0005,cms_data,succeeded,200,0,,128,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0005_antibiotic-prescribing\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0005_antibiotic-prescribing\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0005_antibiotic-prescribing\raw\page_0001.html
CMSD-0006,cms_data,succeeded,200,0,,138,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0006_doxycycline-utilization\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0006_doxycycline-utilization\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0006_doxycycline-utilization\raw\page_0001.html
CMSD-0007,cms_data,succeeded,200,0,,147,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0007_laboratory-testing-utilization\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0007_laboratory-testing-utilization\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0007_laboratory-testing-utilization\raw\page_0001.html
CMSD-0008,cms_data,succeeded,200,0,,122,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0008_medicare-geographic-variation\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0008_medicare-geographic-variation\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0008_medicare-geographic-variation\raw\page_0001.html
CMSD-0009,cms_data,succeeded,200,0,,114,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0009_rural-health-utilization\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0009_rural-health-utilization\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0009_rural-health-utilization\raw\page_0001.html
CMSD-0010,cms_data,succeeded,200,0,,104,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0010_telehealth-infectious-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0010_telehealth-infectious-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0010_telehealth-infectious-disease\raw\page_0001.html
CMSD-0011,cms_data,succeeded,200,0,,141,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0011_outpatient-antibiotic-use\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0011_outpatient-antibiotic-use\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0011_outpatient-antibiotic-use\raw\page_0001.html
CMSD-0012,cms_data,succeeded,200,0,,160,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0012_hospital-quality-infectious-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0012_hospital-quality-infectious-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0012_hospital-quality-infectious-disease\raw\page_0001.html
CMSD-0013,cms_data,succeeded,200,0,,173,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0013_medicaid-provider-access\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0013_medicaid-provider-access\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0013_medicaid-provider-access\raw\page_0001.html
CMSD-0014,cms_data,succeeded,200,0,,132,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0014_healthcare-spending-infectious-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0014_healthcare-spending-infectious-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0014_healthcare-spending-infectious-disease\raw\page_0001.html
CMSD-0015,cms_data,succeeded,200,0,,183,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0015_beneficiary-travel-distance-care\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0015_beneficiary-travel-distance-care\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_data\CMSD-0015_beneficiary-travel-distance-care\raw\page_0001.html
CMSP-0001,cms_provider_data,succeeded,200,0,,236,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0001_infectious-disease-physician\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0001_infectious-disease-physician\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0001_infectious-disease-physician\raw\page_0001.html
CMSP-0002,cms_provider_data,succeeded,200,0,,207,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0002_family-medicine\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0002_family-medicine\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0002_family-medicine\raw\page_0001.html
CMSP-0003,cms_provider_data,succeeded,200,0,,182,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0003_internal-medicine\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0003_internal-medicine\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0003_internal-medicine\raw\page_0001.html
CMSP-0004,cms_provider_data,succeeded,200,0,,227,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0004_pediatrics\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0004_pediatrics\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0004_pediatrics\raw\page_0001.html
CMSP-0005,cms_provider_data,succeeded,200,0,,303,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0005_rheumatology\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0005_rheumatology\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0005_rheumatology\raw\page_0001.html
CMSP-0006,cms_provider_data,succeeded,200,0,,253,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0006_neurology\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0006_neurology\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0006_neurology\raw\page_0001.html
CMSP-0007,cms_provider_data,succeeded,200,0,,210,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0007_cardiology\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0007_cardiology\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0007_cardiology\raw\page_0001.html
CMSP-0008,cms_provider_data,succeeded,200,0,,206,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0008_emergency-medicine\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0008_emergency-medicine\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0008_emergency-medicine\raw\page_0001.html
CMSP-0009,cms_provider_data,succeeded,200,0,,220,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0009_clinical-laboratory\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0009_clinical-laboratory\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0009_clinical-laboratory\raw\page_0001.html
CMSP-0010,cms_provider_data,succeeded,200,0,,209,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0010_critical-access-hospital\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0010_critical-access-hospital\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0010_critical-access-hospital\raw\page_0001.html
CMSP-0011,cms_provider_data,succeeded,200,0,,235,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0011_rural-health-clinic\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0011_rural-health-clinic\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0011_rural-health-clinic\raw\page_0001.html
CMSP-0012,cms_provider_data,succeeded,200,0,,291,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0012_federally-qualified-health-center\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0012_federally-qualified-health-center\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0012_federally-qualified-health-center\raw\page_0001.html
CMSP-0013,cms_provider_data,succeeded,200,0,,237,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0013_telehealth-provider\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0013_telehealth-provider\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0013_telehealth-provider\raw\page_0001.html
CMSP-0014,cms_provider_data,succeeded,200,0,,233,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0014_hospital-outpatient-department\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0014_hospital-outpatient-department\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0014_hospital-outpatient-department\raw\page_0001.html
CMSP-0015,cms_provider_data,succeeded,200,0,,231,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0015_urgent-care\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0015_urgent-care\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\cms_provider_data\CMSP-0015_urgent-care\raw\page_0001.html
CTG-0001,clinicaltrials_gov,succeeded,200,100,130,672,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0001_lyme-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0001_lyme-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0001_lyme-disease\raw\page_0001.bin
CTG-0002,clinicaltrials_gov,succeeded,200,100,126,850,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0002_lyme-borreliosis\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0002_lyme-borreliosis\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0002_lyme-borreliosis\raw\page_0001.bin
CTG-0003,clinicaltrials_gov,succeeded,200,19,19,482,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0003_borrelia-burgdorferi\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0003_borrelia-burgdorferi\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0003_borrelia-burgdorferi\raw\page_0001.bin
CTG-0004,clinicaltrials_gov,succeeded,200,0,0,276,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0004_borrelia-mayonii\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0004_borrelia-mayonii\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0004_borrelia-mayonii\raw\page_0001.bin
CTG-0005,clinicaltrials_gov,succeeded,200,1,1,476,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0005_borrelia-miyamotoi\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0005_borrelia-miyamotoi\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0005_borrelia-miyamotoi\raw\page_0001.bin
CTG-0006,clinicaltrials_gov,succeeded,200,0,0,669,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0006_tickborne-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0006_tickborne-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0006_tickborne-disease\raw\page_0001.bin
CTG-0007,clinicaltrials_gov,succeeded,200,4,4,406,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0007_blacklegged-tick\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0007_blacklegged-tick\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0007_blacklegged-tick\raw\page_0001.bin
CTG-0008,clinicaltrials_gov,succeeded,200,4,4,408,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0008_ixodes-scapularis\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0008_ixodes-scapularis\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0008_ixodes-scapularis\raw\page_0001.bin
CTG-0009,clinicaltrials_gov,succeeded,200,100,123,823,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0009_lyme-disease-diagnosis\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0009_lyme-disease-diagnosis\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0009_lyme-disease-diagnosis\raw\page_0001.bin
CTG-0010,clinicaltrials_gov,succeeded,200,1,1,316,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0010_diagnostic-delay-lyme-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0010_diagnostic-delay-lyme-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0010_diagnostic-delay-lyme-disease\raw\page_0001.bin
CTG-0011,clinicaltrials_gov,succeeded,200,0,0,536,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0011_delayed-diagnosis-tickborne-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0011_delayed-diagnosis-tickborne-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0011_delayed-diagnosis-tickborne-disease\raw\page_0001.bin
CTG-0012,clinicaltrials_gov,succeeded,200,0,0,476,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0012_lyme-disease-misdiagnosis\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0012_lyme-disease-misdiagnosis\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0012_lyme-disease-misdiagnosis\raw\page_0001.bin
CTG-0013,clinicaltrials_gov,succeeded,200,27,27,758,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0013_lyme-disease-differential-diagnosis\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0013_lyme-disease-differential-diagnosis\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0013_lyme-disease-differential-diagnosis\raw\page_0001.bin
CTG-0014,clinicaltrials_gov,succeeded,200,9,9,441,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0014_lyme-serology\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0014_lyme-serology\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0014_lyme-serology\raw\page_0001.bin
CTG-0015,clinicaltrials_gov,succeeded,200,91,91,706,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0015_lyme-disease-treatment\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0015_lyme-disease-treatment\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0015_lyme-disease-treatment\raw\page_0001.bin
CTG-0016,clinicaltrials_gov,succeeded,200,28,28,512,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0016_doxycycline-lyme-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0016_doxycycline-lyme-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0016_doxycycline-lyme-disease\raw\page_0001.bin
CTG-0017,clinicaltrials_gov,succeeded,200,4,4,303,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0017_amoxicillin-lyme-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0017_amoxicillin-lyme-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0017_amoxicillin-lyme-disease\raw\page_0001.bin
CTG-0018,clinicaltrials_gov,succeeded,200,4,4,593,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0018_cefuroxime-lyme-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0018_cefuroxime-lyme-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0018_cefuroxime-lyme-disease\raw\page_0001.bin
CTG-0019,clinicaltrials_gov,succeeded,200,16,16,633,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0019_ceftriaxone-lyme-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0019_ceftriaxone-lyme-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0019_ceftriaxone-lyme-disease\raw\page_0001.bin
CTG-0020,clinicaltrials_gov,succeeded,200,38,38,712,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0020_antibiotics-lyme-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0020_antibiotics-lyme-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0020_antibiotics-lyme-disease\raw\page_0001.bin
CTG-0021,clinicaltrials_gov,succeeded,200,0,0,264,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0021_lyme-babesiosis-coinfection\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0021_lyme-babesiosis-coinfection\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0021_lyme-babesiosis-coinfection\raw\page_0001.bin
CTG-0022,clinicaltrials_gov,succeeded,200,0,0,254,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0022_lyme-anaplasmosis-coinfection\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0022_lyme-anaplasmosis-coinfection\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\clinicaltrials_gov\CTG-0022_lyme-anaplasmosis-coinfection\raw\page_0001.bin
DGOV-0001,data_gov,succeeded,200,17,,429,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0001_lyme-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0001_lyme-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0001_lyme-disease\raw\page_0001.json
DGOV-0002,data_gov,succeeded,200,0,,402,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0002_lyme-borreliosis\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0002_lyme-borreliosis\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0002_lyme-borreliosis\raw\page_0001.json
DGOV-0003,data_gov,succeeded,200,6,,437,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0003_borrelia-burgdorferi\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0003_borrelia-burgdorferi\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0003_borrelia-burgdorferi\raw\page_0001.json
DGOV-0004,data_gov,succeeded,200,0,,398,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0004_borrelia-mayonii\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0004_borrelia-mayonii\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0004_borrelia-mayonii\raw\page_0001.json
DGOV-0005,data_gov,succeeded,200,0,,304,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0005_borrelia-miyamotoi\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0005_borrelia-miyamotoi\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0005_borrelia-miyamotoi\raw\page_0001.json
DGOV-0006,data_gov,succeeded,200,7,,279,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0006_tickborne-disease\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0006_tickborne-disease\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0006_tickborne-disease\raw\page_0001.json
DGOV-0007,data_gov,succeeded,200,2,,284,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0007_blacklegged-tick\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0007_blacklegged-tick\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0007_blacklegged-tick\raw\page_0001.json
DGOV-0008,data_gov,succeeded,200,2,,266,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0008_ixodes-scapularis\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0008_ixodes-scapularis\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0008_ixodes-scapularis\raw\page_0001.json
DGOV-0009,data_gov,succeeded,200,0,,334,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0009_ixodes-pacificus\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0009_ixodes-pacificus\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0009_ixodes-pacificus\raw\page_0001.json
DGOV-0010,data_gov,succeeded,200,0,,233,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0010_erythema-migrans\json\page_0001.json,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0010_erythema-migrans\notes\query.md,runs\2026-06-07_18-02-40_MDT\catalogs\data_gov\DGOV-0010_erythema-migrans\raw\page_0001.json
