Year,State,FIPS,Case_status,Sex,Age_cat_yrs,Frequency
1997,ME,Suppressed,Confirmed,Suppressed,Suppressed,12
1997,MI,26081,Confirmed,Suppressed,Suppressed,5
1997,MI,Suppressed,Confirmed,Male,20+,5
1997,MI,Suppressed,Confirmed,Suppressed,Suppressed,17
1997,MN,27003,Confirmed,Male,0-19,7
1997,MN,27003,Confirmed,Male,20+,7
1997,MN,27003,Confirmed,Female,Suppressed,5
1997,MN,27025,Confirmed,Suppressed,Suppressed,10
1997,MN,27035,Confirmed,Male,0-19,6
1997,MN,27035,Confirmed,Male,20+,11
1997,MN,27035,Confirmed,Female,0-19,6
1997,MN,27035,Confirmed,Female,20+,6
1997,MN,27037,Confirmed,Male,20+,8
1997,MN,27037,Confirmed,Male,Suppressed,3
1997,MN,27037,Confirmed,Suppressed,Suppressed,3
1997,MN,27053,Confirmed,Male,0-19,8
1997,MN,27053,Confirmed,Male,20+,13
1997,MN,27053,Confirmed,Female,20+,7
1997,MN,27053,Confirmed,Female,Suppressed,3
1997,MN,27059,Confirmed,Suppressed,Suppressed,5
1997,MN,27065,Confirmed,Suppressed,Suppressed,9
1997,MN,27109,Confirmed,Suppressed,Suppressed,5
1997,MN,27115,Confirmed,Male,20+,6
1997,MN,27115,Confirmed,Male,Suppressed,4
1997,MN,27115,Confirmed,Female,20+,7
1997,MN,27115,Confirmed,Female,Suppressed,1
1997,MN,27123,Confirmed,Male,0-19,7
1997,MN,27123,Confirmed,Male,20+,21
1997,MN,27123,Confirmed,Female,0-19,5
1997,MN,27123,Confirmed,Female,20+,9
1997,MN,27137,Confirmed,Suppressed,Suppressed,6
1997,MN,27163,Confirmed,Male,20+,13
1997,MN,27163,Confirmed,Male,Suppressed,4
1997,MN,27163,Confirmed,Female,0-19,9
1997,MN,27163,Confirmed,Female,Suppressed,2
1997,MN,Suppressed,Confirmed,Male,20+,9
1997,MN,Suppressed,Confirmed,Female,0-19,4
1997,MN,Suppressed,Confirmed,Suppressed,Suppressed,27
1997,MO,Suppressed,Confirmed,Male,0-19,7
1997,MO,Suppressed,Confirmed,Female,20+,10
1997,MO,Suppressed,Confirmed,Suppressed,Suppressed,11
1997,MS,28049,Confirmed,Suppressed,Suppressed,6
1997,MS,Suppressed,Confirmed,Male,20+,6
1997,MS,Suppressed,Confirmed,Suppressed,Suppressed,15
1997,NC,37173,Confirmed,Male,Suppressed,6
1997,NC,37183,Confirmed,Suppressed,Suppressed,5
1997,NC,Suppressed,Confirmed,Female,20+,11
1997,NC,Suppressed,Confirmed,Suppressed,Suppressed,12
1997,NH,33003,Confirmed,Female,20+,5
1997,NH,33003,Confirmed,Female,Suppressed,1
1997,NH,33011,Confirmed,Male,Suppressed,5
1997,NH,33015,Confirmed,Suppressed,Suppressed,6
1997,NH,Suppressed,Confirmed,Female,20+,8
1997,NH,Suppressed,Confirmed,Suppressed,20+,3
1997,NH,Suppressed,Confirmed,Suppressed,Suppressed,11
1997,NJ,34001,Confirmed,Male,0-19,9
1997,NJ,34001,Confirmed,Male,20+,20
1997,NJ,34001,Confirmed,Female,0-19,5
1997,NJ,34001,Confirmed,Female,20+,32
1997,NJ,34001,Confirmed,Suppressed,20+,1
1997,NJ,34003,Confirmed,Male,0-19,5
1997,NJ,34003,Confirmed,Male,20+,6
1997,NJ,34003,Confirmed,Female,20+,8
1997,NJ,34003,Confirmed,Female,Suppressed,3
1997,NJ,34003,Confirmed,Suppressed,20+,1
1997,NJ,34005,Confirmed,Male,0-19,32
1997,NJ,34005,Confirmed,Male,20+,32
1997,NJ,34005,Confirmed,Female,0-19,10
1997,NJ,34005,Confirmed,Female,20+,43
1997,NJ,34005,Confirmed,Unknown,20+,6
1997,NJ,34005,Confirmed,Unknown,Suppressed,3
1997,NJ,34007,Confirmed,Male,0-19,6
1997,NJ,34007,Confirmed,Male,20+,11
1997,NJ,34007,Confirmed,Female,0-19,5
1997,NJ,34007,Confirmed,Female,20+,16
1997,NJ,34007,Confirmed,Suppressed,0-19,1
1997,NJ,34009,Confirmed,Male,20+,13
1997,NJ,34009,Confirmed,Male,Suppressed,4
1997,NJ,34009,Confirmed,Female,0-19,5
1997,NJ,34009,Confirmed,Female,20+,19
1997,NJ,34009,Confirmed,Suppressed,0-19,1
1997,NJ,34009,Confirmed,Suppressed,Suppressed,1
1997,NJ,34011,Confirmed,Male,20+,8
1997,NJ,34011,Confirmed,Male,Suppressed,3
1997,NJ,34011,Confirmed,Female,20+,12
1997,NJ,34011,Confirmed,Unknown,20+,7
1997,NJ,34013,Confirmed,Female,Suppressed,7
1997,NJ,34015,Confirmed,Male,0-19,10
1997,NJ,34015,Confirmed,Male,20+,17
1997,NJ,34015,Confirmed,Female,0-19,6
1997,NJ,34015,Confirmed,Female,20+,29
1997,NJ,34015,Confirmed,Suppressed,20+,2
1997,NJ,34015,Confirmed,Suppressed,Suppressed,1
1997,NJ,34017,Confirmed,Suppressed,20+,6
1997,NJ,34019,Confirmed,Male,0-19,91
1997,NJ,34019,Confirmed,Male,20+,175
1997,NJ,34019,Confirmed,Male,Suppressed,1
1997,NJ,34019,Confirmed,Female,0-19,45
1997,NJ,34019,Confirmed,Female,20+,174
1997,NJ,34019,Confirmed,Female,Suppressed,1
1997,NJ,34019,Confirmed,Suppressed,20+,3
1997,NJ,34019,Confirmed,Suppressed,Suppressed,1
1997,NJ,34021,Confirmed,Male,0-19,17
1997,NJ,34021,Confirmed,Male,20+,30
1997,NJ,34021,Confirmed,Female,0-19,5
1997,NJ,34021,Confirmed,Female,20+,25
1997,NJ,34021,Confirmed,Unknown,20+,6
1997,NJ,34021,Confirmed,Unknown,Suppressed,2
1997,NJ,34023,Confirmed,Male,0-19,14
1997,NJ,34023,Confirmed,Male,20+,24
1997,NJ,34023,Confirmed,Female,0-19,13
1997,NJ,34023,Confirmed,Female,20+,27
1997,NJ,34023,Confirmed,Suppressed,20+,1
1997,NJ,34023,Confirmed,Suppressed,Suppressed,1
1997,NJ,34025,Confirmed,Male,0-19,25
1997,NJ,34025,Confirmed,Male,20+,31
1997,NJ,34025,Confirmed,Female,0-19,13
1997,NJ,34025,Confirmed,Female,20+,34
1997,NJ,34025,Confirmed,Female,Suppressed,1
1997,NJ,34025,Confirmed,Suppressed,20+,1
1997,NJ,34027,Confirmed,Male,0-19,35
1997,NJ,34027,Confirmed,Male,20+,124
1997,NJ,34027,Confirmed,Female,0-19,27
1997,NJ,34027,Confirmed,Female,20+,140
1997,NJ,34027,Confirmed,Suppressed,20+,2
1997,NJ,34027,Confirmed,Suppressed,Suppressed,2
1997,NJ,34029,Confirmed,Male,0-19,22
1997,NJ,34029,Confirmed,Male,20+,23
1997,NJ,34029,Confirmed,Female,0-19,12
1997,NJ,34029,Confirmed,Female,20+,39
1997,NJ,34029,Confirmed,Suppressed,20+,4
1997,NJ,34029,Confirmed,Suppressed,Suppressed,2
1997,NJ,34033,Confirmed,Male,0-19,13
1997,NJ,34033,Confirmed,Male,20+,17
1997,NJ,34033,Confirmed,Female,20+,13
1997,NJ,34033,Confirmed,Female,Suppressed,3
1997,NJ,34033,Confirmed,Suppressed,0-19,1
1997,NJ,34035,Confirmed,Male,0-19,46
1997,NJ,34035,Confirmed,Male,20+,68
1997,NJ,34035,Confirmed,Female,0-19,37
1997,NJ,34035,Confirmed,Female,20+,73
1997,NJ,34035,Confirmed,Unknown,20+,5
1997,NJ,34035,Confirmed,Unknown,Suppressed,3
1997,NJ,34037,Confirmed,Male,20+,12
1997,NJ,34037,Confirmed,Male,Suppressed,2
1997,NJ,34037,Confirmed,Female,20+,10
1997,NJ,34037,Confirmed,Female,Suppressed,2
1997,NJ,34039,Confirmed,Suppressed,0-19,7
1997,NJ,34041,Confirmed,Male,0-19,21
1997,NJ,34041,Confirmed,Male,20+,38
1997,NJ,34041,Confirmed,Female,0-19,17
1997,NJ,34041,Confirmed,Female,20+,38
1997,NJ,34041,Confirmed,Suppressed,0-19,1
1997,NJ,Suppressed,Confirmed,Female,20+,1
1997,NJ,Suppressed,Confirmed,Suppressed,20+,8
1997,NJ,Suppressed,Confirmed,Suppressed,Suppressed,6
1997,NY,36001,Confirmed,Suppressed,20+,6
1997,NY,36005,Confirmed,Male,20+,6
1997,NY,36005,Confirmed,Male,Suppressed,2
1997,NY,36005,Confirmed,Female,20+,12
1997,NY,36005,Confirmed,Female,Suppressed,1
1997,NY,36021,Confirmed,Male,0-19,12
1997,NY,36021,Confirmed,Male,20+,59
1997,NY,36021,Confirmed,Female,0-19,14
1997,NY,36021,Confirmed,Female,20+,50
1997,NY,36027,Confirmed,Male,0-19,183
1997,NY,36027,Confirmed,Male,20+,340
1997,NY,36027,Confirmed,Male,Unknown,5
1997,NY,36027,Confirmed,Female,0-19,144
1997,NY,36027,Confirmed,Female,20+,358
1997,NY,36027,Confirmed,Female,Unknown,13
1997,NY,36039,Confirmed,Female,20+,8
1997,NY,36039,Confirmed,Female,Suppressed,2
1997,NY,36039,Confirmed,Suppressed,20+,3
1997,NY,36039,Confirmed,Suppressed,Suppressed,1
1997,NY,36047,Confirmed,Male,20+,14
1997,NY,36047,Confirmed,Male,Suppressed,4
1997,NY,36047,Confirmed,Female,20+,13
1997,NY,36047,Confirmed,Female,Suppressed,4
1997,NY,36059,Confirmed,Male,0-19,14
1997,NY,36059,Confirmed,Male,20+,34
1997,NY,36059,Confirmed,Female,0-19,14
1997,NY,36059,Confirmed,Female,20+,58
1997,NY,36059,Confirmed,Female,Suppressed,1
1997,NY,36061,Confirmed,Male,20+,32
1997,NY,36061,Confirmed,Male,Suppressed,8
1997,NY,36061,Confirmed,Female,0-19,5
1997,NY,36061,Confirmed,Female,20+,23
1997,NY,36071,Confirmed,Male,0-19,45
1997,NY,36071,Confirmed,Male,20+,80
1997,NY,36071,Confirmed,Female,0-19,33
1997,NY,36071,Confirmed,Female,20+,107
1997,NY,36079,Confirmed,Male,0-19,33
1997,NY,36079,Confirmed,Male,20+,53
1997,NY,36079,Confirmed,Female,0-19,22
1997,NY,36079,Confirmed,Female,20+,43
1997,NY,36081,Confirmed,Male,0-19,5
1997,NY,36081,Confirmed,Male,20+,12
1997,NY,36081,Confirmed,Male,Suppressed,1
1997,NY,36081,Confirmed,Female,20+,25
1997,NY,36081,Confirmed,Female,Suppressed,1
1997,NY,36083,Confirmed,Female,20+,5
1997,NY,36083,Confirmed,Suppressed,Suppressed,4
1997,NY,36085,Confirmed,Suppressed,20+,8
1997,NY,36087,Confirmed,Male,0-19,15
1997,NY,36087,Confirmed,Male,20+,26
1997,NY,36087,Confirmed,Female,0-19,13
1997,NY,36087,Confirmed,Female,20+,28
1997,NY,36087,Confirmed,Female,Suppressed,1
1997,NY,36103,Confirmed,Male,0-19,91
1997,NY,36103,Confirmed,Male,20+,316
1997,NY,36103,Confirmed,Male,Suppressed,1
1997,NY,36103,Confirmed,Female,0-19,91
1997,NY,36103,Confirmed,Female,20+,342
1997,NY,36103,Confirmed,Female,Suppressed,1
1997,NY,36111,Confirmed,Male,0-19,16
1997,NY,36111,Confirmed,Male,20+,40
1997,NY,36111,Confirmed,Female,0-19,16
1997,NY,36111,Confirmed,Female,20+,35
1997,NY,36111,Confirmed,Female,Suppressed,1
1997,NY,36119,Confirmed,Male,0-19,44
1997,NY,36119,Confirmed,Male,20+,114
1997,NY,36119,Confirmed,Male,Suppressed,1
1997,NY,36119,Confirmed,Female,0-19,35
1997,NY,36119,Confirmed,Female,20+,99
1997,NY,Suppressed,Confirmed,Male,20+,20
1997,NY,Suppressed,Confirmed,Male,Suppressed,20
1997,NY,Suppressed,Confirmed,Suppressed,20+,35
1997,NY,Suppressed,Confirmed,Suppressed,Suppressed,6
1997,OH,Suppressed,Confirmed,Female,20+,15
1997,OH,Suppressed,Confirmed,Suppressed,Suppressed,25
1997,OK,40109,Confirmed,Female,20+,8
1997,OK,40109,Confirmed,Female,Suppressed,1
1997,OK,40109,Confirmed,Suppressed,Suppressed,4
1997,OK,Suppressed,Confirmed,Male,0-19,5
1997,OK,Suppressed,Confirmed,Female,20+,11
1997,OK,Suppressed,Confirmed,Suppressed,Suppressed,16
1997,OR,41029,Confirmed,Male,20+,5
1997,OR,41029,Confirmed,Male,Suppressed,1
1997,OR,Suppressed,Confirmed,Female,20+,5
1997,OR,Suppressed,Confirmed,Suppressed,20+,5
1997,OR,Suppressed,Confirmed,Suppressed,Suppressed,4
1997,PA,42001,Confirmed,Suppressed,Suppressed,5
1997,PA,42003,Confirmed,Male,20+,5
1997,PA,42003,Confirmed,Suppressed,Suppressed,3
1997,PA,42011,Confirmed,Male,0-19,16
1997,PA,42011,Confirmed,Male,20+,25
1997,PA,42011,Confirmed,Female,0-19,5
1997,PA,42011,Confirmed,Female,20+,31
1997,PA,42011,Confirmed,Female,Suppressed,3
1997,PA,42011,Confirmed,Suppressed,20+,1
1997,PA,42013,Confirmed,Suppressed,Suppressed,5
1997,PA,42017,Confirmed,Male,0-19,68
1997,PA,42017,Confirmed,Male,20+,118
1997,PA,42017,Confirmed,Female,0-19,50
1997,PA,42017,Confirmed,Female,20+,140
1997,PA,42019,Confirmed,Suppressed,Suppressed,7
1997,PA,42023,Confirmed,Female,Suppressed,6
1997,PA,42029,Confirmed,Male,0-19,101
1997,PA,42029,Confirmed,Male,20+,203
1997,PA,42029,Confirmed,Male,Unknown,12
1997,PA,42029,Confirmed,Female,0-19,70
1997,PA,42029,Confirmed,Female,20+,180
1997,PA,42029,Confirmed,Female,Unknown,8
1997,PA,42029,Confirmed,Suppressed,20+,1
1997,PA,42033,Confirmed,Male,20+,6
1997,PA,42033,Confirmed,Male,Suppressed,2
1997,PA,42033,Confirmed,Female,20+,6
1997,PA,42033,Confirmed,Female,Suppressed,1
1997,PA,42041,Confirmed,Suppressed,Suppressed,6
1997,PA,42043,Confirmed,Male,20+,7
1997,PA,42043,Confirmed,Male,Suppressed,1
1997,PA,42043,Confirmed,Suppressed,Suppressed,4
1997,PA,42045,Confirmed,Male,0-19,73
1997,PA,42045,Confirmed,Male,20+,155
1997,PA,42045,Confirmed,Male,Unknown,14
1997,PA,42045,Confirmed,Female,0-19,51
1997,PA,42045,Confirmed,Female,20+,127
1997,PA,42045,Confirmed,Female,Unknown,8
1997,PA,42047,Confirmed,Female,Suppressed,5
1997,PA,42047,Confirmed,Suppressed,Suppressed,5
1997,PA,42049,Confirmed,Male,Suppressed,5
1997,PA,42071,Confirmed,Male,0-19,7
1997,PA,42071,Confirmed,Male,20+,16
1997,PA,42071,Confirmed,Female,20+,10
1997,PA,42071,Confirmed,Female,Suppressed,3
1997,PA,42075,Confirmed,Suppressed,Suppressed,5
1997,PA,42077,Confirmed,Male,20+,6
1997,PA,42077,Confirmed,Male,Suppressed,1
1997,PA,42077,Confirmed,Female,20+,5
1997,PA,42077,Confirmed,Female,Suppressed,3
1997,PA,42085,Confirmed,Suppressed,Suppressed,7
1997,PA,42091,Confirmed,Male,0-19,53
1997,PA,42091,Confirmed,Male,20+,84
1997,PA,42091,Confirmed,Female,0-19,33
1997,PA,42091,Confirmed,Female,20+,85
1997,PA,42095,Confirmed,Male,20+,11
1997,PA,42095,Confirmed,Male,Suppressed,3
1997,PA,42095,Confirmed,Female,0-19,5
1997,PA,42095,Confirmed,Female,20+,8
1997,PA,42095,Confirmed,Female,Suppressed,1
1997,PA,42101,Confirmed,Male,0-19,31
1997,PA,42101,Confirmed,Male,20+,54
1997,PA,42101,Confirmed,Male,Suppressed,1
1997,PA,42101,Confirmed,Female,0-19,21
1997,PA,42101,Confirmed,Female,20+,67
1997,PA,42101,Confirmed,Female,Suppressed,1
1997,PA,42101,Confirmed,Suppressed,0-19,1
1997,PA,42129,Confirmed,Female,20+,5
1997,PA,42129,Confirmed,Female,Suppressed,2
1997,PA,42129,Confirmed,Suppressed,20+,2
1997,PA,42129,Confirmed,Suppressed,Suppressed,1
1997,PA,42133,Confirmed,Male,0-19,7
1997,PA,42133,Confirmed,Male,20+,14
1997,PA,42133,Confirmed,Female,20+,17
1997,PA,Suppressed,Confirmed,Male,20+,15
1997,PA,Suppressed,Confirmed,Female,0-19,3
1997,PA,Suppressed,Confirmed,Suppressed,Suppressed,61
1997,RI,44003,Confirmed,Male,0-19,8
1997,RI,44003,Confirmed,Male,20+,36
1997,RI,44003,Confirmed,Female,0-19,5
1997,RI,44003,Confirmed,Female,20+,24
1997,RI,44005,Confirmed,Male,0-19,5
1997,RI,44005,Confirmed,Male,20+,8
1997,RI,44005,Confirmed,Female,20+,5
1997,RI,44005,Confirmed,Female,Suppressed,3
1997,RI,44007,Confirmed,Male,0-19,14
1997,RI,44007,Confirmed,Male,20+,27
1997,RI,44007,Confirmed,Female,0-19,14
1997,RI,44007,Confirmed,Female,20+,24
1997,RI,44009,Confirmed,Male,0-19,50
1997,RI,44009,Confirmed,Male,20+,91
1997,RI,44009,Confirmed,Female,0-19,29
1997,RI,44009,Confirmed,Female,20+,92
1997,RI,Suppressed,Confirmed,Female,20+,2
1997,RI,Suppressed,Confirmed,Female,Suppressed,1
1997,RI,Suppressed,Confirmed,Suppressed,20+,1
1997,RI,Suppressed,Confirmed,Suppressed,Suppressed,3
1997,Suppressed,Suppressed,Confirmed,Male,Suppressed,7
1997,Suppressed,Suppressed,Confirmed,Suppressed,0-19,12
1997,Suppressed,Suppressed,Confirmed,Suppressed,Suppressed,30
1997,TN,Suppressed,Confirmed,Female,20+,7
1997,TN,Suppressed,Confirmed,Suppressed,Suppressed,38
1997,TX,48439,Confirmed,Female,20+,22
1997,TX,48439,Confirmed,Suppressed,Suppressed,4
1997,TX,Suppressed,Confirmed,Female,20+,12
1997,TX,Suppressed,Confirmed,Suppressed,20+,4
1997,TX,Suppressed,Confirmed,Suppressed,Suppressed,18
1997,VA,51059,Confirmed,Male,Suppressed,5
1997,VA,51107,Confirmed,Male,Suppressed,5
1997,VA,51153,Confirmed,Male,Suppressed,5
1997,VA,Suppressed,Confirmed,Male,20+,14
1997,VA,Suppressed,Confirmed,Suppressed,Suppressed,38
1997,VT,Suppressed,Confirmed,Suppressed,20+,8
1997,WA,Suppressed,Confirmed,Female,20+,5
1997,WA,Suppressed,Confirmed,Suppressed,Suppressed,6
1997,WI,55005,Confirmed,Male,0-19,7
1997,WI,55005,Confirmed,Male,20+,8
1997,WI,55005,Confirmed,Female,0-19,8
1997,WI,55005,Confirmed,Female,Suppressed,3
1997,WI,55013,Confirmed,Male,0-19,5
1997,WI,55013,Confirmed,Male,20+,8
1997,WI,55013,Confirmed,Female,20+,6
1997,WI,55013,Confirmed,Female,Suppressed,2
1997,WI,55017,Confirmed,Male,0-19,13
1997,WI,55017,Confirmed,Male,20+,9
1997,WI,55017,Confirmed,Female,0-19,8
1997,WI,55017,Confirmed,Female,20+,5
1997,WI,55019,Confirmed,Male,0-19,5
1997,WI,55019,Confirmed,Male,20+,9
1997,WI,55019,Confirmed,Female,20+,8
1997,WI,55019,Confirmed,Female,Suppressed,4
1997,WI,55025,Confirmed,Male,20+,7
1997,WI,55025,Confirmed,Male,Suppressed,4
1997,WI,55025,Confirmed,Female,20+,7
1997,WI,55025,Confirmed,Female,Suppressed,4
1997,WI,55031,Confirmed,Suppressed,Suppressed,6
1997,WI,55033,Confirmed,Male,0-19,10
1997,WI,55033,Confirmed,Male,Suppressed,3
1997,WI,55033,Confirmed,Female,Suppressed,6
1997,WI,55035,Confirmed,Male,0-19,19
1997,WI,55035,Confirmed,Male,Suppressed,4
1997,WI,55035,Confirmed,Female,0-19,8
1997,WI,55035,Confirmed,Female,20+,5
1997,WI,55049,Confirmed,Male,20+,5
1997,WI,55049,Confirmed,Male,Suppressed,4
1997,WI,55049,Confirmed,Suppressed,Suppressed,4
1997,WI,55053,Confirmed,Suppressed,Suppressed,5
1997,WI,55063,Confirmed,Male,0-19,6
1997,WI,55063,Confirmed,Male,20+,11
1997,WI,55063,Confirmed,Female,20+,7
1997,WI,55063,Confirmed,Female,Suppressed,3
1997,WI,55073,Confirmed,Male,Suppressed,6
1997,WI,55081,Confirmed,Male,0-19,5
1997,WI,55081,Confirmed,Male,Suppressed,2
1997,WI,55081,Confirmed,Female,0-19,6
1997,WI,55081,Confirmed,Female,20+,6
1997,WI,55085,Confirmed,Male,Suppressed,6
1997,WI,55093,Confirmed,Suppressed,Suppressed,6
1997,WI,55095,Confirmed,Male,0-19,6
1997,WI,55095,Confirmed,Male,20+,6
1997,WI,55095,Confirmed,Female,20+,7
1997,WI,55095,Confirmed,Female,Suppressed,2
1997,WI,55097,Confirmed,Male,Suppressed,6
1997,WI,55097,Confirmed,Female,Suppressed,7
1997,WI,55103,Confirmed,Female,Suppressed,7
1997,WI,55107,Confirmed,Male,0-19,8
1997,WI,55107,Confirmed,Male,Suppressed,2
1997,WI,55107,Confirmed,Suppressed,Suppressed,3
1997,WI,55109,Confirmed,Suppressed,Suppressed,7
1997,WI,55111,Confirmed,Male,20+,8
1997,WI,55111,Confirmed,Male,Suppressed,4
1997,WI,55111,Confirmed,Suppressed,20+,4
1997,WI,55111,Confirmed,Suppressed,Suppressed,2
1997,WI,55113,Confirmed,Male,0-19,5
1997,WI,55113,Confirmed,Male,Suppressed,2
1997,WI,55113,Confirmed,Suppressed,Suppressed,2
1997,WI,55119,Confirmed,Suppressed,Suppressed,7
1997,WI,55121,Confirmed,Female,Suppressed,5
1997,WI,55129,Confirmed,Male,0-19,10
1997,WI,55129,Confirmed,Male,20+,9
1997,WI,55129,Confirmed,Female,0-19,5
1997,WI,55129,Confirmed,Female,20+,7
1997,WI,55141,Confirmed,Female,20+,7
1997,WI,55141,Confirmed,Female,Suppressed,1
1997,WI,55141,Confirmed,Suppressed,Suppressed,7
1997,WI,Suppressed,Confirmed,Male,0-19,4
1997,WI,Suppressed,Confirmed,Female,20+,7
1997,WI,Suppressed,Confirmed,Suppressed,Suppressed,50
1997,WV,Suppressed,Confirmed,Female,20+,8
1998,AL,Suppressed,Confirmed,Female,20+,6
1998,AL,Suppressed,Confirmed,Suppressed,Suppressed,15
1998,CA,06001,Confirmed,Suppressed,Suppressed,6
1998,CA,06007,Confirmed,Male,20+,5
1998,CA,06007,Confirmed,Female,20+,5
1998,CA,06007,Confirmed,Female,Suppressed,2
1998,CA,06007,Confirmed,Suppressed,20+,1
1998,CA,06023,Confirmed,Male,20+,10
1998,CA,06023,Confirmed,Male,Suppressed,1
1998,CA,06023,Confirmed,Female,20+,8
1998,CA,06023,Confirmed,Female,Suppressed,1
1998,CA,06041,Confirmed,Female,Suppressed,5
1998,CA,06045,Confirmed,Male,20+,6
1998,CA,06045,Confirmed,Male,Suppressed,1
1998,CA,06045,Confirmed,Female,20+,5
1998,CA,06045,Confirmed,Female,Suppressed,4
1998,CA,06075,Confirmed,Female,Suppressed,6
1998,CA,06085,Confirmed,Suppressed,Suppressed,6
1998,CA,06097,Confirmed,Male,Suppressed,7
1998,CA,06097,Confirmed,Female,20+,6
1998,CA,06097,Confirmed,Female,Suppressed,2
1998,CA,Suppressed,Confirmed,Male,20+,10
1998,CA,Suppressed,Confirmed,Female,Suppressed,4
1998,CA,Suppressed,Confirmed,Suppressed,Suppressed,34
1998,CT,09001,Confirmed,Male,0-19,149
1998,CT,09001,Confirmed,Male,20+,317
1998,CT,09001,Confirmed,Male,Suppressed,1
1998,CT,09001,Confirmed,Female,0-19,93
1998,CT,09001,Confirmed,Female,20+,248
1998,CT,09001,Confirmed,Female,Unknown,6
1998,CT,09003,Confirmed,Male,0-19,33
1998,CT,09003,Confirmed,Male,20+,61
1998,CT,09003,Confirmed,Male,Suppressed,1
1998,CT,09003,Confirmed,Female,0-19,27
1998,CT,09003,Confirmed,Female,20+,72
1998,CT,09003,Confirmed,Female,Suppressed,1
1998,CT,09005,Confirmed,Male,0-19,45
1998,CT,09005,Confirmed,Male,20+,128
1998,CT,09005,Confirmed,Male,Suppressed,3
1998,CT,09005,Confirmed,Female,0-19,29
1998,CT,09005,Confirmed,Female,20+,125
1998,CT,09005,Confirmed,Female,Suppressed,1
1998,CT,09007,Confirmed,Male,0-19,52
1998,CT,09007,Confirmed,Male,20+,97
1998,CT,09007,Confirmed,Male,Suppressed,2
1998,CT,09007,Confirmed,Female,0-19,54
1998,CT,09007,Confirmed,Female,20+,103
1998,CT,09007,Confirmed,Female,Suppressed,3
1998,CT,09009,Confirmed,Male,0-19,79
1998,CT,09009,Confirmed,Male,20+,122
1998,CT,09009,Confirmed,Male,Unknown,6
1998,CT,09009,Confirmed,Female,0-19,60
1998,CT,09009,Confirmed,Female,20+,117
1998,CT,09009,Confirmed,Female,Unknown,6
1998,CT,09009,Confirmed,Suppressed,20+,2
1998,CT,09009,Confirmed,Suppressed,Suppressed,1
1998,CT,09011,Confirmed,Male,0-19,135
1998,CT,09011,Confirmed,Male,20+,191
1998,CT,09011,Confirmed,Male,Suppressed,4
1998,CT,09011,Confirmed,Female,0-19,90
1998,CT,09011,Confirmed,Female,20+,188
1998,CT,09011,Confirmed,Female,Suppressed,1
1998,CT,09011,Confirmed,Suppressed,20+,1
1998,CT,09013,Confirmed,Male,0-19,49
1998,CT,09013,Confirmed,Male,20+,101
1998,CT,09013,Confirmed,Male,Suppressed,1
1998,CT,09013,Confirmed,Female,0-19,53
1998,CT,09013,Confirmed,Female,20+,88
1998,CT,09013,Confirmed,Suppressed,20+,1
1998,CT,09015,Confirmed,Male,0-19,57
1998,CT,09015,Confirmed,Male,20+,133
1998,CT,09015,Confirmed,Male,Suppressed,3
1998,CT,09015,Confirmed,Female,0-19,48
1998,CT,09015,Confirmed,Female,20+,133
1998,CT,09015,Confirmed,Female,Suppressed,1
1998,CT,Unknown,Confirmed,Male,0-19,15
1998,CT,Unknown,Confirmed,Male,20+,45
1998,CT,Unknown,Confirmed,Male,Unknown,5
1998,CT,Unknown,Confirmed,Female,0-19,14
1998,CT,Unknown,Confirmed,Female,20+,27
1998,CT,Unknown,Confirmed,Female,Suppressed,4
1998,CT,Unknown,Confirmed,Suppressed,20+,2
1998,DE,10001,Confirmed,Female,20+,7
1998,DE,10001,Confirmed,Female,Suppressed,2
1998,DE,10001,Confirmed,Suppressed,20+,4
1998,DE,10001,Confirmed,Suppressed,Suppressed,3
1998,DE,10003,Confirmed,Male,0-19,9
1998,DE,10003,Confirmed,Male,20+,17
1998,DE,10003,Confirmed,Female,0-19,5
1998,DE,10003,Confirmed,Female,20+,21
1998,DE,10003,Confirmed,Suppressed,20+,1
1998,DE,10005,Confirmed,Male,20+,5
1998,DE,10005,Confirmed,Male,Suppressed,1
1998,DE,10005,Confirmed,Suppressed,20+,1
1998,DE,Suppressed,Confirmed,Female,0-19,1
1998,FL,12061,Confirmed,Suppressed,Suppressed,6
1998,FL,12069,Confirmed,Suppressed,Suppressed,5
1998,FL,12071,Confirmed,Suppressed,Suppressed,5
1998,FL,12099,Confirmed,Suppressed,Suppressed,5
1998,FL,12103,Confirmed,Female,20+,6
1998,FL,12103,Confirmed,Female,Suppressed,2
1998,FL,12103,Confirmed,Suppressed,20+,3
1998,FL,Suppressed,Confirmed,Male,20+,5
1998,FL,Suppressed,Confirmed,Female,Suppressed,3
1998,FL,Suppressed,Confirmed,Suppressed,Suppressed,31
1998,IA,Suppressed,Confirmed,Male,20+,9
1998,IA,Suppressed,Confirmed,Suppressed,20+,5
1998,IA,Suppressed,Confirmed,Suppressed,Suppressed,9
1998,IL,Suppressed,Confirmed,Female,20+,5
1998,IL,Suppressed,Confirmed,Suppressed,Suppressed,9
1998,IN,Suppressed,Confirmed,Male,20+,6
1998,IN,Suppressed,Confirmed,Suppressed,Suppressed,33
1998,KS,Suppressed,Confirmed,Suppressed,20+,11
1998,KY,Unknown,Confirmed,Male,20+,9
1998,KY,Unknown,Confirmed,Male,Suppressed,2
